,ghsa_id,cve_id,url,html_url,summary,description,type,severity,repository_advisory_url,source_code_location,identifiers_0_value,identifiers_0_type,identifiers_1_value,identifiers_1_type,references,published_at,updated_at,github_reviewed_at,nvd_published_at,withdrawn_at,vulnerabilities_0_package_ecosystem,vulnerabilities_0_package_name,vulnerabilities_0_vulnerable_version_range,vulnerabilities_0_first_patched_version,vulnerabilities_0_vulnerable_functions,cvss_vector_string,cvss_score,cwes_0_cwe_id,cwes_0_name,credits,vulnerabilities_1_package_ecosystem,vulnerabilities_1_package_name,vulnerabilities_1_vulnerable_version_range,vulnerabilities_1_first_patched_version,vulnerabilities_1_vulnerable_functions,vulnerabilities_2_package_ecosystem,vulnerabilities_2_package_name,vulnerabilities_2_vulnerable_version_range,vulnerabilities_2_first_patched_version,vulnerabilities_2_vulnerable_functions,vulnerabilities_3_package_ecosystem,vulnerabilities_3_package_name,vulnerabilities_3_vulnerable_version_range,vulnerabilities_3_first_patched_version,vulnerabilities_3_vulnerable_functions,cwes_1_cwe_id,cwes_1_name,cwes,vulnerabilities_4_package_ecosystem,vulnerabilities_4_package_name,vulnerabilities_4_vulnerable_version_range,vulnerabilities_4_first_patched_version,vulnerabilities_4_vulnerable_functions,vulnerabilities_5_package_ecosystem,vulnerabilities_5_package_name,vulnerabilities_5_vulnerable_version_range,vulnerabilities_5_first_patched_version,vulnerabilities_5_vulnerable_functions,vulnerabilities_6_package_ecosystem,vulnerabilities_6_package_name,vulnerabilities_6_vulnerable_version_range,vulnerabilities_6_first_patched_version,vulnerabilities_6_vulnerable_functions,vulnerabilities_7_package_ecosystem,vulnerabilities_7_package_name,vulnerabilities_7_vulnerable_version_range,vulnerabilities_7_first_patched_version,vulnerabilities_7_vulnerable_functions,vulnerabilities_8_package_ecosystem,vulnerabilities_8_package_name,vulnerabilities_8_vulnerable_version_range,vulnerabilities_8_first_patched_version,vulnerabilities_8_vulnerable_functions,vulnerabilities_9_package_ecosystem,vulnerabilities_9_package_name,vulnerabilities_9_vulnerable_version_range,vulnerabilities_9_first_patched_version,vulnerabilities_9_vulnerable_functions,cwes_2_cwe_id,cwes_2_name,vulnerabilities_10_package_ecosystem,vulnerabilities_10_package_name,vulnerabilities_10_vulnerable_version_range,vulnerabilities_10_first_patched_version,vulnerabilities_10_vulnerable_functions,vulnerabilities_11_package_ecosystem,vulnerabilities_11_package_name,vulnerabilities_11_vulnerable_version_range,vulnerabilities_11_first_patched_version,vulnerabilities_11_vulnerable_functions,vulnerabilities_12_package_ecosystem,vulnerabilities_12_package_name,vulnerabilities_12_vulnerable_version_range,vulnerabilities_12_first_patched_version,vulnerabilities_12_vulnerable_functions,vulnerabilities_2_vulnerable_functions_0,cwes_3_cwe_id,cwes_3_name,cwes_4_cwe_id,cwes_4_name,vulnerabilities_13_package_ecosystem,vulnerabilities_13_package_name,vulnerabilities_13_vulnerable_version_range,vulnerabilities_13_first_patched_version,vulnerabilities_13_vulnerable_functions,vulnerabilities_14_package_ecosystem,vulnerabilities_14_package_name,vulnerabilities_14_vulnerable_version_range,vulnerabilities_14_first_patched_version,vulnerabilities_14_vulnerable_functions
2045,GHSA-cv7m-wc7g-7gfp,CVE-2020-5776,https://api.github.com/advisories/GHSA-cv7m-wc7g-7gfp,https://github.com/advisories/GHSA-cv7m-wc7g-7gfp,Cross-Site Request Forgery in MAGMI,,reviewed,medium,,,GHSA-cv7m-wc7g-7gfp,GHSA,CVE-2020-5776,CVE,,2021-05-06T18:54:41Z,2023-02-01T05:05:30Z,2021-05-05T19:10:44Z,2020-09-01T21:15:00Z,,composer,dweeves/magmi,<= 0.7.24,,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,CWE-352,Cross-Site Request Forgery (CSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,GHSA-g475-pch5-6wvv,CVE-2020-5777,https://api.github.com/advisories/GHSA-g475-pch5-6wvv,https://github.com/advisories/GHSA-g475-pch5-6wvv,Authentication bypass in MAGMI,,reviewed,critical,,,GHSA-g475-pch5-6wvv,GHSA,CVE-2020-5777,CVE,,2021-05-06T18:54:35Z,2023-02-01T05:05:30Z,2021-05-05T19:06:27Z,2020-09-01T21:15:00Z,,composer,dweeves/magmi,< 0.7.24,0.7.24,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CWE-287,Improper Authentication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,GHSA-w68r-5p45-5rqp,CVE-2020-24941,https://api.github.com/advisories/GHSA-w68r-5p45-5rqp,https://github.com/advisories/GHSA-w68r-5p45-5rqp,Improper Input Validation in Laravel,,reviewed,high,,,GHSA-w68r-5p45-5rqp,GHSA,CVE-2020-24941,CVE,,2021-05-06T18:54:20Z,2023-02-01T05:05:34Z,2021-05-04T22:46:50Z,2020-09-04T02:15:00Z,,composer,laravel/framework,< 6.18.35,6.18.35,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,7.5,CWE-863,Incorrect Authorization,,composer,laravel/framework,">= 7.0.0, < 7.24.0",7.24.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,GHSA-36fm-v9wv-56jf,CVE-2020-10596,https://api.github.com/advisories/GHSA-36fm-v9wv-56jf,https://github.com/advisories/GHSA-36fm-v9wv-56jf,Cross-site Scripting in OpenCart,,reviewed,medium,,https://github.com/myopencart/ocStore,GHSA-36fm-v9wv-56jf,GHSA,CVE-2020-10596,CVE,,2021-05-06T18:54:04Z,2023-09-07T12:00:28Z,2021-05-04T21:30:17Z,2020-03-17T15:15:00Z,,composer,opencart/opencart,<= 3.0.3.2,,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,GHSA-8jmh-c6vr-pmvm,CVE-2020-7759,https://api.github.com/advisories/GHSA-8jmh-c6vr-pmvm,https://github.com/advisories/GHSA-8jmh-c6vr-pmvm,SQL Injection in pimcore,,reviewed,high,,,GHSA-8jmh-c6vr-pmvm,GHSA,CVE-2020-7759,CVE,,2021-05-06T18:53:55Z,2023-02-01T05:05:37Z,2021-04-20T17:18:14Z,2020-10-30T11:15:00Z,,composer,pimcore/pimcore,">= 6.7.2, < 6.8.3",6.8.3,[],CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,GHSA-v47f-vp3p-5j6h,CVE-2020-29315,https://api.github.com/advisories/GHSA-v47f-vp3p-5j6h,https://github.com/advisories/GHSA-v47f-vp3p-5j6h,"""Cross-site scripting in ThinkAdmin""",,reviewed,medium,,,GHSA-v47f-vp3p-5j6h,GHSA,CVE-2020-29315,CVE,,2021-05-06T18:53:46Z,2023-02-01T05:05:35Z,2021-04-09T22:17:56Z,2020-12-01T17:15:00Z,,composer,zoujingli/thinkadmin,< 6.0.22,6.0.22,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,GHSA-4mqv-gcr3-pff9,CVE-2020-7776,https://api.github.com/advisories/GHSA-4mqv-gcr3-pff9,https://github.com/advisories/GHSA-4mqv-gcr3-pff9,Cross-site scripting in phpoffice/phpspreadsheet,,reviewed,medium,,,GHSA-4mqv-gcr3-pff9,GHSA,CVE-2020-7776,CVE,,2021-05-06T18:53:37Z,2023-09-11T15:01:32Z,2021-04-09T21:12:55Z,2020-12-09T17:15:00Z,,composer,phpoffice/phpspreadsheet,< 1.16.0,1.16.0,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,6.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,GHSA-w8cj-mvf9-mpc9,CVE-2020-28925,https://api.github.com/advisories/GHSA-w8cj-mvf9-mpc9,https://github.com/advisories/GHSA-w8cj-mvf9-mpc9,OS Command injection in Bolt,,reviewed,medium,,,GHSA-w8cj-mvf9-mpc9,GHSA,CVE-2020-28925,CVE,,2021-05-06T18:53:29Z,2023-02-01T05:05:24Z,2021-04-07T18:29:19Z,2020-12-30T19:15:00Z,,composer,bolt/bolt,< 3.7.2,3.7.2,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,5.3,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,GHSA-pvgf-mrr4-cw7r,CVE-2020-23960,https://api.github.com/advisories/GHSA-pvgf-mrr4-cw7r,https://github.com/advisories/GHSA-pvgf-mrr4-cw7r,Cross-Site Request Forgery in ForkCMS,,reviewed,high,,,GHSA-pvgf-mrr4-cw7r,GHSA,CVE-2020-23960,CVE,,2021-05-06T18:53:09Z,2023-02-01T05:05:14Z,2021-04-06T22:22:33Z,2021-01-11T16:15:00Z,,composer,forkcms/forkcms,< 5.8.3,5.8.3,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,CWE-352,Cross-Site Request Forgery (CSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,GHSA-h59f-p56g-g75v,CVE-2020-35700,https://api.github.com/advisories/GHSA-h59f-p56g-g75v,https://github.com/advisories/GHSA-h59f-p56g-g75v,SQL Injection in librenms,,reviewed,high,,,GHSA-h59f-p56g-g75v,GHSA,CVE-2020-35700,CVE,,2021-05-06T18:53:02Z,2023-02-01T05:05:17Z,2021-04-05T20:39:08Z,2021-02-08T09:15:00Z,,composer,librenms/librenms,< 21.1.0,21.1.0,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,GHSA-fcr8-6q7r-m4wg,CVE-2021-21264,https://api.github.com/advisories/GHSA-fcr8-6q7r-m4wg,https://github.com/advisories/GHSA-fcr8-6q7r-m4wg,"Bypass of fix for CVE-2020-26231, Twig sandbox escape",,reviewed,medium,https://api.github.com/repos/octobercms/october/security-advisories/GHSA-fcr8-6q7r-m4wg,https://github.com/octobercms/october,GHSA-fcr8-6q7r-m4wg,GHSA,CVE-2021-21264,CVE,,2021-05-04T17:42:33Z,2023-02-01T05:05:33Z,2021-05-03T15:59:55Z,2021-05-03T16:15:00Z,,composer,october/cms,= 1.0.471,1.0.472,[],CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,5.2,CWE-862,Missing Authorization,,composer,october/cms,= 1.1.1,1.1.2,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,GHSA-m298-fh5c-jc66,CVE-2020-36326,https://api.github.com/advisories/GHSA-m298-fh5c-jc66,https://github.com/advisories/GHSA-m298-fh5c-jc66,Object injection in PHPMailer/PHPMailer,,reviewed,critical,https://api.github.com/repos/PHPMailer/PHPMailer/security-advisories/GHSA-m298-fh5c-jc66,,GHSA-m298-fh5c-jc66,GHSA,CVE-2020-36326,CVE,,2021-05-04T17:42:13Z,2023-02-01T05:05:40Z,2021-04-30T19:41:24Z,2021-04-28T03:15:00Z,,composer,phpmailer/phpmailer,">= 6.1.8, < 6.4.1",6.4.1,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CWE-502,Deserialization of Untrusted Data,,,,,,,,,,,,,,,,,CWE-641,Improper Restriction of Names for Files and Other Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,GHSA-qgp4-5qx6-548g,CVE-2021-29460,https://api.github.com/advisories/GHSA-qgp4-5qx6-548g,https://github.com/advisories/GHSA-qgp4-5qx6-548g,Cross-site scripting (XSS) from unsanitized uploaded SVG files in Kirby,,reviewed,high,https://api.github.com/repos/getkirby/kirby/security-advisories/GHSA-qgp4-5qx6-548g,,GHSA-qgp4-5qx6-548g,GHSA,CVE-2021-29460,CVE,,2021-04-30T17:30:06Z,2023-02-01T05:05:39Z,2021-04-27T20:11:58Z,2021-04-27T20:15:00Z,,composer,getkirby/cms,< 3.5.4,3.5.4,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,7.6,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,GHSA-q348-f93x-9gx4,CVE-2021-30492,https://api.github.com/advisories/GHSA-q348-f93x-9gx4,https://github.com/advisories/GHSA-q348-f93x-9gx4,Lack of Input Validation in zendesk_api_client_php for Zendesk Subdomain,,reviewed,critical,https://api.github.com/repos/zendesk/zendesk_api_client_php/security-advisories/GHSA-q348-f93x-9gx4,,GHSA-q348-f93x-9gx4,GHSA,CVE-2021-30492,CVE,,2021-04-29T21:53:06Z,2023-01-09T05:05:06Z,2021-04-28T22:29:16Z,,,composer,zendesk/zendesk_api_client_php,< 2.2.11,2.2.11,[],,,CWE-20,Improper Input Validation,,,,,,,,,,,,,,,,,CWE-918,Server-Side Request Forgery (SSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,GHSA-4mg9-vhxq-vm7j,,https://api.github.com/advisories/GHSA-4mg9-vhxq-vm7j,https://github.com/advisories/GHSA-4mg9-vhxq-vm7j,SQL Server LIMIT / OFFSET SQL Injection in laravel/framework and illuminate/database,,reviewed,high,https://api.github.com/repos/laravel/framework/security-advisories/GHSA-4mg9-vhxq-vm7j,https://github.com/laravel/framework,GHSA-4mg9-vhxq-vm7j,GHSA,,,,2021-04-29T21:52:53Z,2023-01-09T05:04:39Z,2021-04-28T20:17:07Z,,,composer,laravel/framework,">= 8.0.0, < 8.40.0",8.40.0,[],,,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),,composer,laravel/framework,< 6.20.26,6.20.26,[],composer,illuminate/database,">= 8.0.0, < 8.40.0",8.40.0,[],composer,illuminate/database,< 6.20.26,6.20.26,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,GHSA-52qp-jpq7-6c54,CVE-2021-29476,https://api.github.com/advisories/GHSA-52qp-jpq7-6c54,https://github.com/advisories/GHSA-52qp-jpq7-6c54,Insecure Deserialization of untrusted data in rmccue/requests,,reviewed,critical,https://api.github.com/repos/WordPress/Requests/security-advisories/GHSA-52qp-jpq7-6c54,,GHSA-52qp-jpq7-6c54,GHSA,CVE-2021-29476,CVE,,2021-04-29T21:52:30Z,2023-02-01T05:05:39Z,2021-04-27T20:54:56Z,2021-04-27T21:15:00Z,,composer,rmccue/requests,">= 1.6.0, < 1.8.0",1.8.0,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CWE-502,Deserialization of Untrusted Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,GHSA-h5h8-pc6h-jvvx,CVE-2021-29472,https://api.github.com/advisories/GHSA-h5h8-pc6h-jvvx,https://github.com/advisories/GHSA-h5h8-pc6h-jvvx,Composer's missing argument delimiter can lead to code execution via VCS repository URLs or source download URLs on systems with Mercurial,,reviewed,high,https://api.github.com/repos/composer/composer/security-advisories/GHSA-h5h8-pc6h-jvvx,https://github.com/composer/composer,GHSA-h5h8-pc6h-jvvx,GHSA,CVE-2021-29472,CVE,,2021-04-29T21:52:04Z,2023-01-29T05:02:40Z,2021-04-27T20:33:49Z,2021-04-27T21:15:00Z,,composer,composer/composer,< 1.10.22,1.10.22,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,CWE-88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),,composer,composer/composer,">= 2.0, < 2.0.13",2.0.13,[],,,,,,,,,,,CWE-94,Improper Control of Generation of Code ('Code Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,GHSA-p48w-vf3c-rqjx,CVE-2021-21365,https://api.github.com/advisories/GHSA-p48w-vf3c-rqjx,https://github.com/advisories/GHSA-p48w-vf3c-rqjx,Cross-Site Scripting in Bootstrap Package,,reviewed,medium,https://api.github.com/repos/benjaminkott/bootstrap_package/security-advisories/GHSA-p48w-vf3c-rqjx,,GHSA-p48w-vf3c-rqjx,GHSA,CVE-2021-21365,CVE,,2021-04-29T21:51:21Z,2023-02-01T05:05:39Z,2021-04-27T19:43:14Z,2021-04-27T20:15:00Z,,composer,bk2k/bootstrap-package,">= 7.1.0, < 7.1.2",7.1.2,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,composer,bk2k/bootstrap-package,">= 8.0.0, < 8.0.8",8.0.8,[],composer,bk2k/bootstrap-package,">= 9.0.0, < 9.0.4",9.0.4,[],composer,bk2k/bootstrap-package,">= 9.1.0, < 9.1.3",9.1.3,[],,,,composer,bk2k/bootstrap-package,">= 10.0.0, < 10.0.10",10.0.10,[],composer,bk2k/bootstrap-package,">= 11.0.0, < 11.0.3",11.0.3,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,GHSA-75c5-f4gw-38r9,CVE-2020-28949,https://api.github.com/advisories/GHSA-75c5-f4gw-38r9,https://github.com/advisories/GHSA-75c5-f4gw-38r9,Multiple vulnerabilities through filename manipulation in Archive_Tar,,reviewed,high,,https://github.com/pear/Archive_Tar,GHSA-75c5-f4gw-38r9,GHSA,CVE-2020-28949,CVE,,2021-04-22T16:20:59Z,2023-07-05T23:21:02Z,2021-03-23T00:20:31Z,2020-11-19T19:15:00Z,,composer,pear/archive_tar,< 1.4.11,1.4.11,[],CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,GHSA-jh5x-hfhg-78jq,CVE-2020-28948,https://api.github.com/advisories/GHSA-jh5x-hfhg-78jq,https://github.com/advisories/GHSA-jh5x-hfhg-78jq,Deserialization of Untrusted Data in Archive_Tar,,reviewed,high,,https://github.com/pear/Archive_Tar,GHSA-jh5x-hfhg-78jq,GHSA,CVE-2020-28948,CVE,,2021-04-22T16:20:50Z,2023-07-05T23:21:42Z,2021-03-23T00:18:26Z,2020-11-19T19:15:00Z,,composer,pear/archive_tar,< 1.4.11,1.4.11,[],CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,CWE-502,Deserialization of Untrusted Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,GHSA-rpw6-9xfx-jvcx,CVE-2020-36193,https://api.github.com/advisories/GHSA-rpw6-9xfx-jvcx,https://github.com/advisories/GHSA-rpw6-9xfx-jvcx,Directory Traversal in Archive_Tar,,reviewed,high,,https://github.com/pear/Archive_Tar,GHSA-rpw6-9xfx-jvcx,GHSA,CVE-2020-36193,CVE,,2021-04-22T16:20:36Z,2023-07-05T23:20:01Z,2021-03-22T23:56:54Z,2021-01-18T20:15:00Z,,composer,pear/archive_tar,<= 1.4.11,1.4.13,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,7.5,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,GHSA-fvrf-9428-527m,CVE-2021-21427,https://api.github.com/advisories/GHSA-fvrf-9428-527m,https://github.com/advisories/GHSA-fvrf-9428-527m,Backport for CVE-2021-21024 Blind SQLi from Magento 2,,reviewed,critical,https://api.github.com/repos/OpenMage/magento-lts/security-advisories/GHSA-fvrf-9428-527m,,GHSA-fvrf-9428-527m,GHSA,CVE-2021-21427,CVE,,2021-04-22T16:11:01Z,2023-02-01T05:05:37Z,2021-04-21T21:06:43Z,2021-04-21T21:15:00Z,,composer,openmage/magento-lts,<= 19.4.12,19.4.13,[],CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,9.1,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),,composer,openmage/magento-lts,">= 20.0.0, <= 20.0.8",20.0.9,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,GHSA-m496-x567-f98c,CVE-2021-21426,https://api.github.com/advisories/GHSA-m496-x567-f98c,https://github.com/advisories/GHSA-m496-x567-f98c,Fixes a bug in Zend Framework's Stream HTTP Wrapper,,reviewed,critical,https://api.github.com/repos/OpenMage/magento-lts/security-advisories/GHSA-m496-x567-f98c,,GHSA-m496-x567-f98c,GHSA,CVE-2021-21426,CVE,,2021-04-22T16:10:49Z,2023-02-01T05:05:28Z,2021-04-21T20:16:53Z,2021-04-21T21:15:00Z,,composer,openmage/magento-lts,<= 19.4.12,19.4.13,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CWE-502,Deserialization of Untrusted Data,,composer,openmage/magento-lts,">= 20.0.0, <= 20.0.8",20.0.9,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,GHSA-g8r4-p96j-xfxc,CVE-2021-29440,https://api.github.com/advisories/GHSA-g8r4-p96j-xfxc,https://github.com/advisories/GHSA-g8r4-p96j-xfxc,Grav's Twig processing allowing dangerous PHP functions by default,,reviewed,high,https://api.github.com/repos/getgrav/grav/security-advisories/GHSA-g8r4-p96j-xfxc,,GHSA-g8r4-p96j-xfxc,GHSA,CVE-2021-29440,CVE,,2021-04-16T19:53:12Z,2023-01-29T05:02:40Z,2021-04-13T19:55:46Z,2021-04-13T20:15:00Z,,composer,getgrav/grav,<= 1.7.10,1.7.11,[],CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H,8.4,CWE-94,Improper Control of Generation of Code ('Code Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,GHSA-88rc-3p98-rgvx,,https://api.github.com/advisories/GHSA-88rc-3p98-rgvx,https://github.com/advisories/GHSA-88rc-3p98-rgvx,After order payment process manipulation in shopware/platform and shopware/core ,,reviewed,critical,https://api.github.com/repos/shopware/shopware/security-advisories/GHSA-88rc-3p98-rgvx,,GHSA-88rc-3p98-rgvx,GHSA,,,,2021-04-13T15:13:48Z,2023-01-09T05:04:35Z,2021-04-12T22:33:13Z,,,composer,shopware/platform,<= 6.3.5.2,6.3.5.3,[],,,CWE-668,Exposure of Resource to Wrong Sphere,,composer,shopware/core,<= 6.3.5.2,6.3.5.3,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,GHSA-3pcr-4982-548m,,https://api.github.com/advisories/GHSA-3pcr-4982-548m,https://github.com/advisories/GHSA-3pcr-4982-548m,Exposure of .env if project root is configured as web root in shopware/production,,reviewed,medium,https://api.github.com/repos/shopware/shopware/security-advisories/GHSA-3pcr-4982-548m,,GHSA-3pcr-4982-548m,GHSA,,,,2021-04-13T15:13:37Z,2023-01-09T05:04:14Z,2021-04-12T22:33:05Z,,,composer,shopware/production,<= 6.3.5.2,6.3.5.3,[],,,CWE-552,Files or Directories Accessible to External Parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,GHSA-qg7c-q3vq-rgxr,,https://api.github.com/advisories/GHSA-qg7c-q3vq-rgxr,https://github.com/advisories/GHSA-qg7c-q3vq-rgxr,Leak of information via Store-API aggregations in shopware/platform and shopware/core,,reviewed,critical,https://api.github.com/repos/shopware/shopware/security-advisories/GHSA-qg7c-q3vq-rgxr,,GHSA-qg7c-q3vq-rgxr,GHSA,,,,2021-04-13T15:13:26Z,2023-01-09T05:04:54Z,2021-04-12T22:32:54Z,,,composer,shopware/core,<= 6.3.5.2,6.3.5.3,[],,,CWE-668,Exposure of Resource to Wrong Sphere,,composer,shopware/platform,<= 6.3.5.2,6.3.5.3,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,GHSA-7fjp-g4m7-fx23,,https://api.github.com/advisories/GHSA-7fjp-g4m7-fx23,https://github.com/advisories/GHSA-7fjp-g4m7-fx23,User (Encrypted) Password Field Being Serialised,,reviewed,low,https://api.github.com/repos/pwweb/laravel-core/security-advisories/GHSA-7fjp-g4m7-fx23,,GHSA-7fjp-g4m7-fx23,GHSA,,,,2021-04-13T15:12:26Z,2023-01-09T05:04:26Z,2021-04-12T20:05:57Z,,,composer,pwweb/laravel-core,<= 0.3.6-beta,0.3.7-beta,[],,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
